Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
17,,26.0 °C,21.2 °C,19.5 °C,67.5 %,1 ppm,522 ppm,,,,06/07/2021 01:06:24 p. m.
18,,26.0 °C,21.2 °C,19.5 °C,67.6 %,1 ppm,531 ppm,,,,06/07/2021 01:06:29 p. m.
19,,26.0 °C,21.2 °C,19.5 °C,67.6 %,1 ppm,543 ppm,,,,06/07/2021 01:06:34 p. m.
20,,26.0 °C,21.2 °C,19.5 °C,67.6 %,1 ppm,557 ppm,,,,06/07/2021 01:06:39 p. m.
21,,26.0 °C,21.2 °C,19.5 °C,67.6 %,1 ppm,566 ppm,,,,06/07/2021 01:06:44 p. m.
22,,26.0 °C,21.2 °C,19.5 °C,67.6 %,1 ppm,574 ppm,,,,06/07/2021 01:06:49 p. m.
23,,26.0 °C,21.2 °C,19.5 °C,67.7 %,1 ppm,584 ppm,,,,06/07/2021 01:06:54 p. m.
24,,26.0 °C,21.2 °C,19.5 °C,67.7 %,1 ppm,591 ppm,,,,06/07/2021 01:06:59 p. m.
25,,26.0 °C,21.2 °C,19.5 °C,67.7 %,1 ppm,604 ppm,,,,06/07/2021 01:07:04 p. m.
26,,26.0 °C,21.2 °C,19.5 °C,67.7 %,1 ppm,608 ppm,,,,06/07/2021 01:07:09 p. m.
27,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,620 ppm,,,,06/07/2021 01:07:14 p. m.
28,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,625 ppm,,,,06/07/2021 01:07:19 p. m.
29,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,629 ppm,,,,06/07/2021 01:07:24 p. m.
30,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,632 ppm,,,,06/07/2021 01:07:29 p. m.
31,,26.0 °C,21.2 °C,19.5 °C,67.7 %,1 ppm,639 ppm,,,,06/07/2021 01:07:34 p. m.
32,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,643 ppm,,,,06/07/2021 01:07:39 p. m.
33,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,645 ppm,,,,06/07/2021 01:07:44 p. m.
34,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,650 ppm,,,,06/07/2021 01:07:49 p. m.
35,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,656 ppm,,,,06/07/2021 01:07:54 p. m.
36,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,656 ppm,,,,06/07/2021 01:07:59 p. m.
37,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,666 ppm,,,,06/07/2021 01:08:04 p. m.
38,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,670 ppm,,,,06/07/2021 01:08:09 p. m.
39,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,677 ppm,,,,06/07/2021 01:08:14 p. m.
40,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,681 ppm,,,,06/07/2021 01:08:19 p. m.
41,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,686 ppm,,,,06/07/2021 01:08:24 p. m.
42,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,686 ppm,,,,06/07/2021 01:08:29 p. m.
43,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,691 ppm,,,,06/07/2021 01:08:34 p. m.
44,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,694 ppm,,,,06/07/2021 01:08:39 p. m.
45,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,698 ppm,,,,06/07/2021 01:08:44 p. m.
46,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,700 ppm,,,,06/07/2021 01:08:49 p. m.
47,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,702 ppm,,,,06/07/2021 01:08:54 p. m.
48,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,702 ppm,,,,06/07/2021 01:08:59 p. m.
49,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,702 ppm,,,,06/07/2021 01:09:04 p. m.
50,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,698 ppm,,,,06/07/2021 01:09:09 p. m.
51,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,697 ppm,,,,06/07/2021 01:09:14 p. m.
52,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,697 ppm,,,,06/07/2021 01:09:19 p. m.
53,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,696 ppm,,,,06/07/2021 01:09:24 p. m.
54,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,694 ppm,,,,06/07/2021 01:09:29 p. m.
55,,26.1 °C,21.3 °C,19.6 °C,67.8 %,1 ppm,694 ppm,,,,06/07/2021 01:09:34 p. m.
56,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,692 ppm,,,,06/07/2021 01:09:39 p. m.
57,,26.1 °C,21.3 °C,19.6 °C,67.9 %,0 ppm,692 ppm,,,,06/07/2021 01:09:44 p. m.
58,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,702 ppm,,,,06/07/2021 01:09:49 p. m.
59,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,709 ppm,,,,06/07/2021 01:09:54 p. m.
60,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,706 ppm,,,,06/07/2021 01:09:59 p. m.
61,,26.1 °C,21.3 °C,19.6 °C,67.9 %,1 ppm,706 ppm,,,,06/07/2021 01:10:04 p. m.
62,,26.1 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,709 ppm,,,,06/07/2021 01:10:09 p. m.
63,,26.2 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,709 ppm,,,,06/07/2021 01:10:14 p. m.
64,,26.1 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,712 ppm,,,,06/07/2021 01:10:19 p. m.
65,,26.1 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,714 ppm,,,,06/07/2021 01:10:24 p. m.
66,,26.2 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,713 ppm,,,,06/07/2021 01:10:29 p. m.
67,,26.1 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,712 ppm,,,,06/07/2021 01:10:34 p. m.
68,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,718 ppm,,,,06/07/2021 01:10:39 p. m.
69,,26.2 °C,21.4 °C,19.7 °C,67.9 %,1 ppm,721 ppm,,,,06/07/2021 01:10:44 p. m.
70,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,724 ppm,,,,06/07/2021 01:10:49 p. m.
71,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,726 ppm,,,,06/07/2021 01:10:54 p. m.
72,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,729 ppm,,,,06/07/2021 01:10:59 p. m.
73,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,726 ppm,,,,06/07/2021 01:11:04 p. m.
74,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,724 ppm,,,,06/07/2021 01:11:09 p. m.
75,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,728 ppm,,,,06/07/2021 01:11:14 p. m.
76,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,725 ppm,,,,06/07/2021 01:11:19 p. m.
77,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,724 ppm,,,,06/07/2021 01:11:24 p. m.
78,,26.2 °C,21.5 °C,19.8 °C,67.9 %,1 ppm,722 ppm,,,,06/07/2021 01:11:29 p. m.
79,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,723 ppm,,,,06/07/2021 01:11:34 p. m.
80,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,723 ppm,,,,06/07/2021 01:11:39 p. m.
81,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,729 ppm,,,,06/07/2021 01:11:44 p. m.
82,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,731 ppm,,,,06/07/2021 01:11:49 p. m.
83,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,726 ppm,,,,06/07/2021 01:11:54 p. m.
84,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,729 ppm,,,,06/07/2021 01:11:59 p. m.
85,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,729 ppm,,,,06/07/2021 01:12:04 p. m.
86,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,734 ppm,,,,06/07/2021 01:12:09 p. m.
87,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,735 ppm,,,,06/07/2021 01:12:14 p. m.
88,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,737 ppm,,,,06/07/2021 01:12:19 p. m.
89,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,742 ppm,,,,06/07/2021 01:12:24 p. m.
90,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,743 ppm,,,,06/07/2021 01:12:29 p. m.
91,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,751 ppm,,,,06/07/2021 01:12:34 p. m.
92,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,750 ppm,,,,06/07/2021 01:12:39 p. m.
93,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,758 ppm,,,,06/07/2021 01:12:44 p. m.
94,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,756 ppm,,,,06/07/2021 01:12:49 p. m.
95,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,754 ppm,,,,06/07/2021 01:12:54 p. m.
96,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,751 ppm,,,,06/07/2021 01:12:59 p. m.
97,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,751 ppm,,,,06/07/2021 01:13:04 p. m.
98,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,753 ppm,,,,06/07/2021 01:13:09 p. m.
99,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,751 ppm,,,,06/07/2021 01:13:14 p. m.
100,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,753 ppm,,,,06/07/2021 01:13:19 p. m.
101,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,749 ppm,,,,06/07/2021 01:13:24 p. m.
102,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,746 ppm,,,,06/07/2021 01:13:29 p. m.
103,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,752 ppm,,,,06/07/2021 01:13:34 p. m.
104,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,755 ppm,,,,06/07/2021 01:13:39 p. m.
105,,26.2 °C,21.5 °C,19.8 °C,68.0 %,1 ppm,749 ppm,,,,06/07/2021 01:13:44 p. m.
106,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,751 ppm,,,,06/07/2021 01:13:49 p. m.
107,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,753 ppm,,,,06/07/2021 01:13:54 p. m.
108,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,755 ppm,,,,06/07/2021 01:13:59 p. m.
109,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,763 ppm,,,,06/07/2021 01:14:04 p. m.
110,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,767 ppm,,,,06/07/2021 01:14:09 p. m.
111,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,774 ppm,,,,06/07/2021 01:14:14 p. m.
112,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:14:19 p. m.
113,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,781 ppm,,,,06/07/2021 01:14:24 p. m.
114,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,781 ppm,,,,06/07/2021 01:14:29 p. m.
115,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,782 ppm,,,,06/07/2021 01:14:34 p. m.
116,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,777 ppm,,,,06/07/2021 01:14:39 p. m.
117,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,779 ppm,,,,06/07/2021 01:14:44 p. m.
118,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:14:49 p. m.
119,,26.2 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:14:54 p. m.
120,,26.2 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:14:59 p. m.
121,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:15:04 p. m.
122,,26.3 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:15:09 p. m.
123,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:15:14 p. m.
124,,26.3 °C,21.5 °C,19.8 °C,68.1 %,1 ppm,773 ppm,,,,06/07/2021 01:15:19 p. m.
125,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,774 ppm,,,,06/07/2021 01:15:24 p. m.
126,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,770 ppm,,,,06/07/2021 01:15:29 p. m.
127,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,770 ppm,,,,06/07/2021 01:15:34 p. m.
128,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:15:39 p. m.
129,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,777 ppm,,,,06/07/2021 01:15:44 p. m.
130,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,777 ppm,,,,06/07/2021 01:15:49 p. m.
131,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,776 ppm,,,,06/07/2021 01:15:54 p. m.
132,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,779 ppm,,,,06/07/2021 01:15:59 p. m.
133,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,776 ppm,,,,06/07/2021 01:16:04 p. m.
134,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,781 ppm,,,,06/07/2021 01:16:09 p. m.
135,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,777 ppm,,,,06/07/2021 01:16:14 p. m.
136,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,780 ppm,,,,06/07/2021 01:16:19 p. m.
137,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:16:24 p. m.
138,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,775 ppm,,,,06/07/2021 01:16:29 p. m.
139,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:16:34 p. m.
140,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,769 ppm,,,,06/07/2021 01:16:39 p. m.
141,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,772 ppm,,,,06/07/2021 01:16:44 p. m.
142,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,769 ppm,,,,06/07/2021 01:16:49 p. m.
143,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,776 ppm,,,,06/07/2021 01:16:54 p. m.
144,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,774 ppm,,,,06/07/2021 01:16:59 p. m.
145,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,774 ppm,,,,06/07/2021 01:17:04 p. m.
146,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,777 ppm,,,,06/07/2021 01:17:09 p. m.
147,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,782 ppm,,,,06/07/2021 01:17:14 p. m.
148,,26.3 °C,21.6 °C,19.9 °C,68.1 %,1 ppm,790 ppm,,,,06/07/2021 01:17:19 p. m.
149,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,788 ppm,,,,06/07/2021 01:17:24 p. m.
150,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,791 ppm,,,,06/07/2021 01:17:29 p. m.
151,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,788 ppm,,,,06/07/2021 01:17:34 p. m.
152,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,790 ppm,,,,06/07/2021 01:17:39 p. m.
153,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,791 ppm,,,,06/07/2021 01:17:44 p. m.
154,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,787 ppm,,,,06/07/2021 01:17:49 p. m.
155,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,785 ppm,,,,06/07/2021 01:17:54 p. m.
156,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,785 ppm,,,,06/07/2021 01:17:59 p. m.
157,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,782 ppm,,,,06/07/2021 01:18:04 p. m.
158,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,781 ppm,,,,06/07/2021 01:18:09 p. m.
159,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,783 ppm,,,,06/07/2021 01:18:14 p. m.
160,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,782 ppm,,,,06/07/2021 01:18:19 p. m.
161,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,780 ppm,,,,06/07/2021 01:18:24 p. m.
162,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,782 ppm,,,,06/07/2021 01:18:29 p. m.
163,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,779 ppm,,,,06/07/2021 01:18:34 p. m.
164,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,777 ppm,,,,06/07/2021 01:18:39 p. m.
165,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,783 ppm,,,,06/07/2021 01:18:44 p. m.
166,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,786 ppm,,,,06/07/2021 01:18:49 p. m.
167,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,787 ppm,,,,06/07/2021 01:18:54 p. m.
168,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,791 ppm,,,,06/07/2021 01:18:59 p. m.
169,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,797 ppm,,,,06/07/2021 01:19:04 p. m.
170,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,799 ppm,,,,06/07/2021 01:19:09 p. m.
171,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,803 ppm,,,,06/07/2021 01:19:14 p. m.
172,,26.3 °C,21.6 °C,19.9 °C,68.2 %,1 ppm,810 ppm,,,,06/07/2021 01:19:19 p. m.
173,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,814 ppm,,,,06/07/2021 01:19:24 p. m.
174,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,810 ppm,,,,06/07/2021 01:19:29 p. m.
175,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,807 ppm,,,,06/07/2021 01:19:34 p. m.
176,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,807 ppm,,,,06/07/2021 01:19:39 p. m.
177,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,812 ppm,,,,06/07/2021 01:19:44 p. m.
178,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,812 ppm,,,,06/07/2021 01:19:49 p. m.
179,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,813 ppm,,,,06/07/2021 01:19:54 p. m.
180,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,809 ppm,,,,06/07/2021 01:19:59 p. m.
181,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,805 ppm,,,,06/07/2021 01:20:04 p. m.
182,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,808 ppm,,,,06/07/2021 01:20:09 p. m.
183,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,809 ppm,,,,06/07/2021 01:20:14 p. m.
184,,26.3 °C,21.6 °C,19.9 °C,68.3 %,1 ppm,810 ppm,,,,06/07/2021 01:20:19 p. m.
185,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,809 ppm,,,,06/07/2021 01:20:24 p. m.
186,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,807 ppm,,,,06/07/2021 01:20:29 p. m.
187,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,804 ppm,,,,06/07/2021 01:20:34 p. m.
188,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,807 ppm,,,,06/07/2021 01:20:39 p. m.
189,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,809 ppm,,,,06/07/2021 01:20:44 p. m.
190,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,813 ppm,,,,06/07/2021 01:20:49 p. m.
191,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,810 ppm,,,,06/07/2021 01:20:54 p. m.
192,,26.3 °C,21.6 °C,20.0 °C,68.4 %,1 ppm,812 ppm,,,,06/07/2021 01:20:59 p. m.
193,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,809 ppm,,,,06/07/2021 01:21:04 p. m.
194,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,819 ppm,,,,06/07/2021 01:21:09 p. m.
195,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,817 ppm,,,,06/07/2021 01:21:14 p. m.
196,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,817 ppm,,,,06/07/2021 01:21:19 p. m.
197,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,810 ppm,,,,06/07/2021 01:21:24 p. m.
198,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,819 ppm,,,,06/07/2021 01:21:29 p. m.
199,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,824 ppm,,,,06/07/2021 01:21:34 p. m.
200,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,826 ppm,,,,06/07/2021 01:21:39 p. m.
201,,26.3 °C,21.6 °C,20.0 °C,68.5 %,1 ppm,824 ppm,,,,06/07/2021 01:21:44 p. m.
202,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,821 ppm,,,,06/07/2021 01:21:49 p. m.
203,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,826 ppm,,,,06/07/2021 01:21:54 p. m.
204,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,826 ppm,,,,06/07/2021 01:21:59 p. m.
205,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,824 ppm,,,,06/07/2021 01:22:04 p. m.
206,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,817 ppm,,,,06/07/2021 01:22:09 p. m.
207,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,818 ppm,,,,06/07/2021 01:22:14 p. m.
208,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,819 ppm,,,,06/07/2021 01:22:19 p. m.
209,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,822 ppm,,,,06/07/2021 01:22:24 p. m.
210,,26.4 °C,21.7 °C,20.1 °C,68.4 %,1 ppm,824 ppm,,,,06/07/2021 01:22:29 p. m.
211,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,828 ppm,,,,06/07/2021 01:22:34 p. m.
212,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,833 ppm,,,,06/07/2021 01:22:39 p. m.
213,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,837 ppm,,,,06/07/2021 01:22:44 p. m.
214,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,841 ppm,,,,06/07/2021 01:22:49 p. m.
215,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,843 ppm,,,,06/07/2021 01:22:54 p. m.
216,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,841 ppm,,,,06/07/2021 01:22:59 p. m.
217,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,839 ppm,,,,06/07/2021 01:23:04 p. m.
218,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,837 ppm,,,,06/07/2021 01:23:09 p. m.
219,,26.4 °C,21.7 °C,20.1 °C,68.5 %,1 ppm,832 ppm,,,,06/07/2021 01:23:14 p. m.
