Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
6/7/2021 1:22:25 a. m.,"384","27.2","57","870"
6/7/2021 1:23:25 a. m.,"384","27.2","57","870"
6/7/2021 1:24:25 a. m.,"384","27.2","57","870"
6/7/2021 1:25:25 a. m.,"384","27.2","57","870"
6/7/2021 1:26:25 a. m.,"384","27.2","57","870"
6/7/2021 1:27:25 a. m.,"384","27.2","57","870"
6/7/2021 1:28:25 a. m.,"384","27.2","57","870"
6/7/2021 1:29:25 a. m.,"384","27.2","57","870"
6/7/2021 1:30:25 a. m.,"384","27.2","57","870"
6/7/2021 1:31:25 a. m.,"377","27.1","57","870"
6/7/2021 1:32:25 a. m.,"377","27.1","57","870"
6/7/2021 1:33:25 a. m.,"377","27.1","57","870"
6/7/2021 1:34:25 a. m.,"377","27.1","57","870"
6/7/2021 1:35:25 a. m.,"377","27.1","57","870"
6/7/2021 1:36:25 a. m.,"388","27.1","57","870"
6/7/2021 1:37:25 a. m.,"388","27.1","57","870"
6/7/2021 1:38:25 a. m.,"388","27.1","57","870"
6/7/2021 1:39:25 a. m.,"388","27.1","57","870"
6/7/2021 1:40:25 a. m.,"388","27.1","57","870"
6/7/2021 1:41:25 a. m.,"423","27.1","57","870"
6/7/2021 1:42:25 a. m.,"423","27.1","57","870"
6/7/2021 1:43:25 a. m.,"423","27.1","57","870"
6/7/2021 1:44:25 a. m.,"423","27.1","57","870"
6/7/2021 1:45:25 a. m.,"423","27.1","57","870"
6/7/2021 1:46:25 a. m.,"399","27.1","57","870"
6/7/2021 1:47:25 a. m.,"399","27.1","57","870"
6/7/2021 1:48:25 a. m.,"399","27.1","57","870"
6/7/2021 1:49:25 a. m.,"399","27.1","57","870"
6/7/2021 1:50:25 a. m.,"399","27.1","57","870"
6/7/2021 1:51:25 a. m.,"399","27.1","57","870"
6/7/2021 1:52:25 a. m.,"399","27.1","57","870"
6/7/2021 1:53:25 a. m.,"399","27.1","57","870"
6/7/2021 1:54:25 a. m.,"399","27.1","57","870"
6/7/2021 1:55:25 a. m.,"399","27.1","57","870"
6/7/2021 1:56:25 a. m.,"389","27.1","57","870"
6/7/2021 1:57:25 a. m.,"389","27.1","57","870"
6/7/2021 1:58:25 a. m.,"389","27.1","57","870"
6/7/2021 1:59:25 a. m.,"389","27.1","57","870"
6/7/2021 2:00:25 a. m.,"389","27.1","57","870"
6/7/2021 2:01:25 a. m.,"406","27.1","57","870"
6/7/2021 2:02:25 a. m.,"406","27.1","57","870"
6/7/2021 2:03:25 a. m.,"406","27.1","57","870"
6/7/2021 2:04:25 a. m.,"406","27.1","57","870"
6/7/2021 2:05:25 a. m.,"406","27.1","57","870"
6/7/2021 2:06:25 a. m.,"429","27.1","57","870"
6/7/2021 2:07:25 a. m.,"429","27.1","57","870"
6/7/2021 2:08:25 a. m.,"429","27.1","57","870"
6/7/2021 2:09:25 a. m.,"429","27.1","57","870"
6/7/2021 2:10:25 a. m.,"429","27.1","57","870"
6/7/2021 2:11:25 a. m.,"428","27.0","57","870"
6/7/2021 2:12:25 a. m.,"428","27.0","57","870"
6/7/2021 2:13:25 a. m.,"428","27.0","57","870"
6/7/2021 2:14:25 a. m.,"428","27.0","57","870"
6/7/2021 2:15:25 a. m.,"428","27.0","57","870"
6/7/2021 2:16:25 a. m.,"424","27.0","57","870"
6/7/2021 2:17:25 a. m.,"424","27.0","57","870"
6/7/2021 2:18:25 a. m.,"424","27.0","57","870"
6/7/2021 2:19:25 a. m.,"424","27.0","57","870"
6/7/2021 2:20:25 a. m.,"424","27.0","57","870"
6/7/2021 2:21:25 a. m.,"417","27.0","57","870"
6/7/2021 2:22:25 a. m.,"417","27.0","57","870"
6/7/2021 2:23:25 a. m.,"417","27.0","57","870"
6/7/2021 2:24:25 a. m.,"417","27.0","57","870"
6/7/2021 2:25:25 a. m.,"417","27.0","57","870"
6/7/2021 2:26:25 a. m.,"386","27.0","57","870"
6/7/2021 2:27:25 a. m.,"386","27.0","57","870"
6/7/2021 2:28:25 a. m.,"386","27.0","57","870"
6/7/2021 2:29:25 a. m.,"386","27.0","57","870"
6/7/2021 2:30:25 a. m.,"386","27.0","57","870"
6/7/2021 2:31:25 a. m.,"379","27.0","57","870"
6/7/2021 2:32:25 a. m.,"379","27.0","57","870"
6/7/2021 2:33:25 a. m.,"379","27.0","57","870"
6/7/2021 2:34:25 a. m.,"379","27.0","57","870"
6/7/2021 2:35:25 a. m.,"379","27.0","57","870"
6/7/2021 2:36:25 a. m.,"394","27.0","57","870"
6/7/2021 2:37:25 a. m.,"394","27.0","57","870"
6/7/2021 2:38:25 a. m.,"394","27.0","57","870"
6/7/2021 2:39:25 a. m.,"394","27.0","57","870"
6/7/2021 2:40:25 a. m.,"394","27.0","57","870"
6/7/2021 2:41:25 a. m.,"405","27.0","57","870"
6/7/2021 2:42:25 a. m.,"405","27.0","57","870"
6/7/2021 2:43:25 a. m.,"405","27.0","57","870"
6/7/2021 2:44:25 a. m.,"405","27.0","57","870"
6/7/2021 2:45:25 a. m.,"405","27.0","57","870"
6/7/2021 2:46:25 a. m.,"396","27.0","57","870"
6/7/2021 2:47:25 a. m.,"396","27.0","57","870"
6/7/2021 2:48:25 a. m.,"396","27.0","57","870"
6/7/2021 2:49:25 a. m.,"396","27.0","57","870"
6/7/2021 2:50:25 a. m.,"396","27.0","57","870"
6/7/2021 2:51:25 a. m.,"381","27.0","57","870"
6/7/2021 2:52:25 a. m.,"381","27.0","57","870"
6/7/2021 2:53:25 a. m.,"381","27.0","57","870"
6/7/2021 2:54:25 a. m.,"381","27.0","57","870"
6/7/2021 2:55:25 a. m.,"381","27.0","57","870"
6/7/2021 2:56:25 a. m.,"390","27.0","57","870"
6/7/2021 2:57:25 a. m.,"390","27.0","57","870"
6/7/2021 2:58:25 a. m.,"390","27.0","57","870"
6/7/2021 2:59:25 a. m.,"390","27.0","57","870"
6/7/2021 3:00:25 a. m.,"390","27.0","57","870"
6/7/2021 3:01:25 a. m.,"387","26.9","57","870"
6/7/2021 3:02:25 a. m.,"387","26.9","57","870"
6/7/2021 3:03:25 a. m.,"387","26.9","57","870"
6/7/2021 3:04:25 a. m.,"387","26.9","57","870"
6/7/2021 3:05:25 a. m.,"387","26.9","57","870"
6/7/2021 3:06:25 a. m.,"393","26.9","57","870"
6/7/2021 3:07:25 a. m.,"393","26.9","57","870"
6/7/2021 3:08:25 a. m.,"393","26.9","57","870"
6/7/2021 3:09:25 a. m.,"393","26.9","57","870"
6/7/2021 3:10:25 a. m.,"393","26.9","57","870"
6/7/2021 3:11:25 a. m.,"406","26.9","57","870"
6/7/2021 3:12:25 a. m.,"406","26.9","57","870"
6/7/2021 3:13:25 a. m.,"406","26.9","57","870"
6/7/2021 3:14:25 a. m.,"406","26.9","57","870"
6/7/2021 3:15:25 a. m.,"406","26.9","57","870"
6/7/2021 3:16:25 a. m.,"391","26.9","57","870"
6/7/2021 3:17:25 a. m.,"391","26.9","57","870"
6/7/2021 3:18:25 a. m.,"391","26.9","57","870"
6/7/2021 3:19:25 a. m.,"391","26.9","57","870"
6/7/2021 3:20:25 a. m.,"391","26.9","57","870"
6/7/2021 3:21:25 a. m.,"384","26.9","57","869"
6/7/2021 3:22:25 a. m.,"384","26.9","57","869"
6/7/2021 3:23:25 a. m.,"384","26.9","57","869"
6/7/2021 3:24:25 a. m.,"384","26.9","57","869"
6/7/2021 3:25:25 a. m.,"384","26.9","57","869"
6/7/2021 3:26:25 a. m.,"399","26.9","57","869"
6/7/2021 3:27:25 a. m.,"399","26.9","57","869"
6/7/2021 3:28:25 a. m.,"399","26.9","57","869"
6/7/2021 3:29:25 a. m.,"399","26.9","57","869"
6/7/2021 3:30:25 a. m.,"399","26.9","57","869"
6/7/2021 3:31:25 a. m.,"386","26.8","57","869"
6/7/2021 3:32:25 a. m.,"386","26.8","57","869"
6/7/2021 3:33:25 a. m.,"386","26.8","57","869"
6/7/2021 3:34:25 a. m.,"386","26.8","57","869"
6/7/2021 3:35:25 a. m.,"386","26.8","57","869"
6/7/2021 3:36:25 a. m.,"405","26.8","57","869"
6/7/2021 3:37:25 a. m.,"405","26.8","57","869"
6/7/2021 3:38:25 a. m.,"405","26.8","57","869"
6/7/2021 3:39:25 a. m.,"405","26.8","57","869"
6/7/2021 3:40:25 a. m.,"405","26.8","57","869"
6/7/2021 3:41:25 a. m.,"405","26.8","57","869"
6/7/2021 3:42:25 a. m.,"405","26.8","57","869"
6/7/2021 3:43:25 a. m.,"405","26.8","57","869"
6/7/2021 3:44:25 a. m.,"405","26.8","57","869"
6/7/2021 3:45:25 a. m.,"405","26.8","57","869"
6/7/2021 3:46:25 a. m.,"417","26.8","57","869"
6/7/2021 3:47:25 a. m.,"417","26.8","57","869"
6/7/2021 3:48:25 a. m.,"417","26.8","57","869"
6/7/2021 3:49:25 a. m.,"417","26.8","57","869"
6/7/2021 3:50:25 a. m.,"417","26.8","57","869"
6/7/2021 3:51:25 a. m.,"422","26.8","57","869"
6/7/2021 3:52:25 a. m.,"422","26.8","57","869"
6/7/2021 3:53:25 a. m.,"422","26.8","57","869"
6/7/2021 3:54:25 a. m.,"422","26.8","57","869"
6/7/2021 3:55:25 a. m.,"422","26.8","57","869"
6/7/2021 3:56:25 a. m.,"431","26.7","57","869"
6/7/2021 3:57:25 a. m.,"431","26.7","57","869"
6/7/2021 3:58:25 a. m.,"431","26.7","57","869"
6/7/2021 3:59:25 a. m.,"431","26.7","57","869"
6/7/2021 4:00:25 a. m.,"431","26.7","57","869"
6/7/2021 4:01:25 a. m.,"416","26.7","57","869"
6/7/2021 4:02:25 a. m.,"416","26.7","57","869"
6/7/2021 4:03:25 a. m.,"416","26.7","57","869"
6/7/2021 4:04:25 a. m.,"416","26.7","57","869"
6/7/2021 4:05:25 a. m.,"416","26.7","57","869"
6/7/2021 4:06:25 a. m.,"447","26.7","57","869"
6/7/2021 4:07:25 a. m.,"447","26.7","57","869"
6/7/2021 4:08:25 a. m.,"447","26.7","57","869"
6/7/2021 4:09:25 a. m.,"447","26.7","57","869"
6/7/2021 4:10:25 a. m.,"447","26.7","57","869"
6/7/2021 4:11:25 a. m.,"425","26.7","57","869"
6/7/2021 4:12:25 a. m.,"425","26.7","57","869"
6/7/2021 4:13:25 a. m.,"425","26.7","57","869"
6/7/2021 4:14:25 a. m.,"425","26.7","57","869"
6/7/2021 4:15:25 a. m.,"425","26.7","57","869"
6/7/2021 4:16:25 a. m.,"427","26.7","58","869"
6/7/2021 4:17:25 a. m.,"427","26.7","58","869"
6/7/2021 4:18:25 a. m.,"427","26.7","58","869"
6/7/2021 4:19:25 a. m.,"427","26.7","58","869"
6/7/2021 4:20:25 a. m.,"427","26.7","58","869"
6/7/2021 4:21:25 a. m.,"423","26.6","58","869"
6/7/2021 4:22:25 a. m.,"423","26.6","58","869"
6/7/2021 4:23:25 a. m.,"423","26.6","58","869"
6/7/2021 4:24:25 a. m.,"423","26.6","58","869"
6/7/2021 4:25:25 a. m.,"423","26.6","58","869"
6/7/2021 4:26:25 a. m.,"438","26.6","58","869"
6/7/2021 4:27:25 a. m.,"438","26.6","58","869"
6/7/2021 4:28:25 a. m.,"438","26.6","58","869"
6/7/2021 4:29:25 a. m.,"438","26.6","58","869"
6/7/2021 4:30:25 a. m.,"438","26.6","58","869"
6/7/2021 4:31:25 a. m.,"436","26.6","58","869"
6/7/2021 4:32:25 a. m.,"436","26.6","58","869"
6/7/2021 4:33:25 a. m.,"436","26.6","58","869"
6/7/2021 4:34:25 a. m.,"436","26.6","58","869"
6/7/2021 4:35:25 a. m.,"436","26.6","58","869"
6/7/2021 4:36:25 a. m.,"459","26.6","58","869"
6/7/2021 4:37:25 a. m.,"459","26.6","58","869"
6/7/2021 4:38:25 a. m.,"459","26.6","58","869"
6/7/2021 4:39:25 a. m.,"459","26.6","58","869"
6/7/2021 4:40:25 a. m.,"459","26.6","58","869"
6/7/2021 4:41:25 a. m.,"446","26.6","58","869"
6/7/2021 4:42:25 a. m.,"446","26.6","58","869"
6/7/2021 4:43:25 a. m.,"446","26.6","58","869"
6/7/2021 4:44:25 a. m.,"446","26.6","58","869"
6/7/2021 4:45:25 a. m.,"446","26.6","58","869"
6/7/2021 4:46:25 a. m.,"414","26.6","58","869"
6/7/2021 4:47:25 a. m.,"414","26.6","58","869"
6/7/2021 4:48:25 a. m.,"414","26.6","58","869"
6/7/2021 4:49:25 a. m.,"414","26.6","58","869"
6/7/2021 4:50:25 a. m.,"414","26.6","58","869"
6/7/2021 4:51:25 a. m.,"410","26.6","58","869"
6/7/2021 4:52:25 a. m.,"410","26.6","58","869"
6/7/2021 4:53:25 a. m.,"410","26.6","58","869"
6/7/2021 4:54:25 a. m.,"410","26.6","58","869"
6/7/2021 4:55:25 a. m.,"410","26.6","58","869"
6/7/2021 4:56:25 a. m.,"419","26.6","58","869"
6/7/2021 4:57:25 a. m.,"419","26.6","58","869"
6/7/2021 4:58:25 a. m.,"419","26.6","58","869"
6/7/2021 4:59:25 a. m.,"419","26.6","58","869"
6/7/2021 5:00:25 a. m.,"419","26.6","58","869"
6/7/2021 5:01:25 a. m.,"417","26.6","58","869"
6/7/2021 5:02:25 a. m.,"417","26.6","58","869"
6/7/2021 5:03:25 a. m.,"417","26.6","58","869"
6/7/2021 5:04:25 a. m.,"417","26.6","58","869"
6/7/2021 5:05:25 a. m.,"417","26.6","58","869"
6/7/2021 5:06:25 a. m.,"431","26.5","58","869"
6/7/2021 5:07:25 a. m.,"431","26.5","58","869"
6/7/2021 5:08:25 a. m.,"431","26.5","58","869"
6/7/2021 5:09:25 a. m.,"431","26.5","58","869"
6/7/2021 5:10:25 a. m.,"431","26.5","58","869"
6/7/2021 5:11:25 a. m.,"443","26.5","58","869"
6/7/2021 5:12:25 a. m.,"443","26.5","58","869"
6/7/2021 5:13:25 a. m.,"443","26.5","58","869"
6/7/2021 5:14:25 a. m.,"443","26.5","58","869"
6/7/2021 5:15:25 a. m.,"443","26.5","58","869"
6/7/2021 5:16:25 a. m.,"444","26.5","58","869"
6/7/2021 5:17:25 a. m.,"444","26.5","58","869"
6/7/2021 5:18:25 a. m.,"444","26.5","58","869"
6/7/2021 5:19:25 a. m.,"444","26.5","58","869"
6/7/2021 5:20:25 a. m.,"444","26.5","58","869"
6/7/2021 5:21:25 a. m.,"430","26.5","58","869"
6/7/2021 5:22:25 a. m.,"430","26.5","58","869"
6/7/2021 5:23:25 a. m.,"430","26.5","58","869"
6/7/2021 5:24:25 a. m.,"430","26.5","58","869"
6/7/2021 5:25:25 a. m.,"430","26.5","58","869"
6/7/2021 5:26:25 a. m.,"443","26.5","58","869"
6/7/2021 5:27:25 a. m.,"443","26.5","58","869"
6/7/2021 5:28:25 a. m.,"443","26.5","58","869"
6/7/2021 5:29:25 a. m.,"443","26.5","58","869"
6/7/2021 5:30:25 a. m.,"443","26.5","58","869"
6/7/2021 5:31:25 a. m.,"454","26.5","58","869"
6/7/2021 5:32:25 a. m.,"454","26.5","58","869"
6/7/2021 5:33:25 a. m.,"454","26.5","58","869"
6/7/2021 5:34:25 a. m.,"454","26.5","58","869"
6/7/2021 5:35:25 a. m.,"454","26.5","58","869"
6/7/2021 5:36:25 a. m.,"450","26.5","58","869"
6/7/2021 5:37:25 a. m.,"450","26.5","58","869"
6/7/2021 5:38:25 a. m.,"450","26.5","58","869"
6/7/2021 5:39:25 a. m.,"450","26.5","58","869"
6/7/2021 5:40:25 a. m.,"450","26.5","58","869"
6/7/2021 5:41:25 a. m.,"435","26.5","58","869"
6/7/2021 5:42:25 a. m.,"435","26.5","58","869"
6/7/2021 5:43:25 a. m.,"435","26.5","58","869"
6/7/2021 5:44:25 a. m.,"435","26.5","58","869"
6/7/2021 5:45:25 a. m.,"435","26.5","58","869"
6/7/2021 5:46:25 a. m.,"414","26.4","58","869"
6/7/2021 5:47:25 a. m.,"414","26.4","58","869"
6/7/2021 5:48:25 a. m.,"414","26.4","58","869"
6/7/2021 5:49:25 a. m.,"414","26.4","58","869"
6/7/2021 5:50:25 a. m.,"414","26.4","58","869"
6/7/2021 5:51:25 a. m.,"442","26.4","58","869"
6/7/2021 5:52:25 a. m.,"442","26.4","58","869"
6/7/2021 5:53:25 a. m.,"442","26.4","58","869"
6/7/2021 5:54:25 a. m.,"442","26.4","58","869"
6/7/2021 5:55:25 a. m.,"442","26.4","58","869"
6/7/2021 5:56:25 a. m.,"434","26.3","58","869"
6/7/2021 5:57:25 a. m.,"434","26.3","58","869"
6/7/2021 5:58:25 a. m.,"434","26.3","58","869"
6/7/2021 5:59:25 a. m.,"434","26.3","58","869"
6/7/2021 6:00:25 a. m.,"434","26.3","58","869"
6/7/2021 6:01:25 a. m.,"428","26.4","58","869"
6/7/2021 6:02:25 a. m.,"428","26.4","58","869"
6/7/2021 6:03:25 a. m.,"428","26.4","58","869"
6/7/2021 6:04:25 a. m.,"428","26.4","58","869"
6/7/2021 6:05:25 a. m.,"428","26.4","58","869"
6/7/2021 6:06:25 a. m.,"462","26.3","58","869"
6/7/2021 6:07:25 a. m.,"462","26.3","58","869"
6/7/2021 6:08:25 a. m.,"462","26.3","58","869"
6/7/2021 6:09:25 a. m.,"462","26.3","58","869"
6/7/2021 6:10:25 a. m.,"462","26.3","58","869"
6/7/2021 6:11:25 a. m.,"458","26.3","58","869"
6/7/2021 6:12:25 a. m.,"458","26.3","58","869"
6/7/2021 6:13:25 a. m.,"458","26.3","58","869"
6/7/2021 6:14:25 a. m.,"458","26.3","58","869"
6/7/2021 6:15:25 a. m.,"458","26.3","58","869"
6/7/2021 6:16:25 a. m.,"452","26.3","58","869"
6/7/2021 6:17:25 a. m.,"452","26.3","58","869"
6/7/2021 6:18:25 a. m.,"452","26.3","58","869"
6/7/2021 6:19:25 a. m.,"452","26.3","58","869"
6/7/2021 6:20:25 a. m.,"452","26.3","58","869"
6/7/2021 6:21:25 a. m.,"447","26.3","58","869"
6/7/2021 6:22:25 a. m.,"447","26.3","58","869"
6/7/2021 6:23:25 a. m.,"447","26.3","58","869"
6/7/2021 6:24:25 a. m.,"447","26.3","58","869"
6/7/2021 6:25:25 a. m.,"447","26.3","58","869"
6/7/2021 6:26:25 a. m.,"451","26.3","58","869"
6/7/2021 6:27:25 a. m.,"451","26.3","58","869"
6/7/2021 6:28:25 a. m.,"451","26.3","58","869"
6/7/2021 6:29:25 a. m.,"451","26.3","58","869"
6/7/2021 6:30:25 a. m.,"451","26.3","58","869"
6/7/2021 6:31:25 a. m.,"451","26.3","58","869"
6/7/2021 6:32:25 a. m.,"451","26.3","58","869"
6/7/2021 6:33:25 a. m.,"451","26.3","58","869"
6/7/2021 6:34:25 a. m.,"451","26.3","58","869"
6/7/2021 6:35:25 a. m.,"451","26.3","58","869"
6/7/2021 6:36:25 a. m.,"456","26.2","58","869"
6/7/2021 6:37:25 a. m.,"456","26.2","58","869"
6/7/2021 6:38:25 a. m.,"456","26.2","58","869"
6/7/2021 6:39:25 a. m.,"456","26.2","58","869"
6/7/2021 6:40:25 a. m.,"456","26.2","58","869"
6/7/2021 6:41:25 a. m.,"447","26.2","58","869"
6/7/2021 6:42:25 a. m.,"447","26.2","58","869"
6/7/2021 6:43:25 a. m.,"447","26.2","58","869"
6/7/2021 6:44:25 a. m.,"447","26.2","58","869"
6/7/2021 6:45:25 a. m.,"447","26.2","58","869"
6/7/2021 6:46:25 a. m.,"456","26.2","58","869"
6/7/2021 6:47:25 a. m.,"456","26.2","58","869"
6/7/2021 6:48:25 a. m.,"456","26.2","58","869"
6/7/2021 6:49:25 a. m.,"456","26.2","58","869"
6/7/2021 6:50:25 a. m.,"456","26.2","58","869"
6/7/2021 6:51:25 a. m.,"465","26.2","58","869"
6/7/2021 6:52:25 a. m.,"465","26.2","58","869"
6/7/2021 6:53:25 a. m.,"465","26.2","58","869"
6/7/2021 6:54:25 a. m.,"465","26.2","58","869"
6/7/2021 6:55:25 a. m.,"465","26.2","58","869"
6/7/2021 6:56:25 a. m.,"430","26.2","58","869"
6/7/2021 6:57:25 a. m.,"430","26.2","58","869"
6/7/2021 6:58:25 a. m.,"430","26.2","58","869"
6/7/2021 6:59:25 a. m.,"430","26.2","58","869"
6/7/2021 7:00:25 a. m.,"430","26.2","58","869"
6/7/2021 7:01:25 a. m.,"471","26.1","58","870"
6/7/2021 7:02:25 a. m.,"471","26.1","58","870"
6/7/2021 7:03:25 a. m.,"471","26.1","58","870"
6/7/2021 7:04:25 a. m.,"471","26.1","58","870"
6/7/2021 7:05:25 a. m.,"471","26.1","58","870"
6/7/2021 7:06:25 a. m.,"450","26.1","58","869"
6/7/2021 7:07:25 a. m.,"450","26.1","58","869"
6/7/2021 7:08:25 a. m.,"450","26.1","58","869"
6/7/2021 7:09:25 a. m.,"450","26.1","58","869"
6/7/2021 7:10:25 a. m.,"450","26.1","58","869"
6/7/2021 7:11:25 a. m.,"436","26.1","58","870"
6/7/2021 7:12:25 a. m.,"436","26.1","58","870"
6/7/2021 7:13:25 a. m.,"436","26.1","58","870"
6/7/2021 7:14:25 a. m.,"436","26.1","58","870"
6/7/2021 7:15:25 a. m.,"436","26.1","58","870"
6/7/2021 7:16:25 a. m.,"419","26.1","58","870"
6/7/2021 7:17:25 a. m.,"419","26.1","58","870"
6/7/2021 7:18:25 a. m.,"419","26.1","58","870"
6/7/2021 7:19:25 a. m.,"419","26.1","58","870"
6/7/2021 7:20:25 a. m.,"419","26.1","58","870"
6/7/2021 7:21:25 a. m.,"444","26.1","58","870"
6/7/2021 7:22:25 a. m.,"444","26.1","58","870"
6/7/2021 7:23:25 a. m.,"444","26.1","58","870"
6/7/2021 7:24:25 a. m.,"444","26.1","58","870"
6/7/2021 7:25:25 a. m.,"444","26.1","58","870"
6/7/2021 7:26:25 a. m.,"444","26.1","58","870"
6/7/2021 7:27:25 a. m.,"444","26.1","58","870"
6/7/2021 7:28:25 a. m.,"444","26.1","58","870"
6/7/2021 7:29:25 a. m.,"444","26.1","58","870"
6/7/2021 7:30:25 a. m.,"444","26.1","58","870"
6/7/2021 7:31:25 a. m.,"452","26.0","58","870"
6/7/2021 7:32:25 a. m.,"452","26.0","58","870"
6/7/2021 7:33:25 a. m.,"452","26.0","58","870"
6/7/2021 7:34:25 a. m.,"452","26.0","58","870"
6/7/2021 7:35:25 a. m.,"452","26.0","58","870"
6/7/2021 7:36:25 a. m.,"428","26.0","58","870"
6/7/2021 7:37:25 a. m.,"428","26.0","58","870"
6/7/2021 7:38:25 a. m.,"428","26.0","58","870"
6/7/2021 7:39:25 a. m.,"428","26.0","58","870"
6/7/2021 7:40:25 a. m.,"428","26.0","58","870"
6/7/2021 7:41:25 a. m.,"440","26.0","58","870"
6/7/2021 7:42:25 a. m.,"440","26.0","58","870"
6/7/2021 7:43:25 a. m.,"440","26.0","58","870"
6/7/2021 7:44:25 a. m.,"440","26.0","58","870"
6/7/2021 7:45:25 a. m.,"440","26.0","58","870"
6/7/2021 7:46:25 a. m.,"454","26.0","58","870"
6/7/2021 7:47:25 a. m.,"454","26.0","58","870"
6/7/2021 7:48:25 a. m.,"454","26.0","58","870"
6/7/2021 7:49:25 a. m.,"454","26.0","58","870"
6/7/2021 7:50:25 a. m.,"454","26.0","58","870"
6/7/2021 7:51:25 a. m.,"429","26.0","58","870"
6/7/2021 7:52:25 a. m.,"429","26.0","58","870"
6/7/2021 7:53:25 a. m.,"429","26.0","58","870"
6/7/2021 7:54:25 a. m.,"429","26.0","58","870"
6/7/2021 7:55:25 a. m.,"429","26.0","58","870"
6/7/2021 7:56:25 a. m.,"429","26.0","58","870"
6/7/2021 7:57:25 a. m.,"429","26.0","58","870"
6/7/2021 7:58:25 a. m.,"429","26.0","58","870"
6/7/2021 7:59:25 a. m.,"429","26.0","58","870"
6/7/2021 8:00:25 a. m.,"429","26.0","58","870"
6/7/2021 8:01:25 a. m.,"470","26.0","58","870"
6/7/2021 8:02:25 a. m.,"470","26.0","58","870"
6/7/2021 8:03:25 a. m.,"470","26.0","58","870"
6/7/2021 8:04:25 a. m.,"470","26.0","58","870"
6/7/2021 8:05:25 a. m.,"470","26.0","58","870"
6/7/2021 8:06:25 a. m.,"418","26.0","58","870"
6/7/2021 8:07:25 a. m.,"418","26.0","58","870"
6/7/2021 8:08:25 a. m.,"418","26.0","58","870"
6/7/2021 8:09:25 a. m.,"418","26.0","58","870"
6/7/2021 8:10:25 a. m.,"418","26.0","58","870"
6/7/2021 8:11:25 a. m.,"408","26.0","58","870"
6/7/2021 8:12:25 a. m.,"408","26.0","58","870"
6/7/2021 8:13:25 a. m.,"408","26.0","58","870"
6/7/2021 8:14:25 a. m.,"408","26.0","58","870"
6/7/2021 8:15:25 a. m.,"408","26.0","58","870"
6/7/2021 8:16:25 a. m.,"401","26.1","58","870"
6/7/2021 8:17:25 a. m.,"401","26.1","58","870"
6/7/2021 8:18:25 a. m.,"401","26.1","58","870"
6/7/2021 8:19:25 a. m.,"401","26.1","58","870"
6/7/2021 8:20:25 a. m.,"401","26.1","58","870"
6/7/2021 8:21:25 a. m.,"435","26.1","58","870"
6/7/2021 8:22:25 a. m.,"435","26.1","58","870"
6/7/2021 8:23:25 a. m.,"435","26.1","58","870"
6/7/2021 8:24:25 a. m.,"435","26.1","58","870"
6/7/2021 8:25:25 a. m.,"435","26.1","58","870"
