FLUX RECORD TRACKS,,,,,,,,,
#,sec,CH4,H2S,CO2,Cell_T.,Pressure,Battery,AirT,BarP
39,38.18,2.2,0.152589,567.85516,50.833462,860.88739,14.891335,29.359722,877.30444
40,39.18,2.1,0.152108,566.70386,50.833462,860.88739,14.886414,29.361805,877.30017
41,40.18,2.2,0.151872,564.42371,50.833462,860.88739,14.880999,29.359028,877.29889
42,41.18,2.2,0.151872,567.47516,50.833462,860.88739,14.875832,29.359028,877.29889
43,42.18,2.2,0.152589,567.146,50.833462,860.88739,14.871402,29.359722,877.29443
44,43.18,2.1,0.151635,565.5379,50.833462,860.88739,14.864881,29.359028,877.29047
45,44.18,2.2,0.151635,566.04681,50.833462,860.88739,14.860205,29.356945,877.28827
46,45.18,2.1,0.151391,566.12921,50.833462,860.88739,14.85553,29.358334,877.28961
47,46.18,2.1,0.151154,565.41205,50.859497,860.88739,14.850731,29.359028,877.29016
48,47.18,2.1,0.150201,564.28412,50.859497,860.88739,14.845932,29.359028,877.29004
49,48.18,2.1,0.150674,565.45062,50.859497,860.88739,14.83535,29.361805,877.29443
50,49.18,2.1,0.150437,564.91425,50.859497,860.88739,14.83535,29.361805,877.2959
51,50.18,2.1,0.149957,565.24176,50.859497,860.88739,14.830675,29.361805,877.29401
52,51.18,2.2,0.149239,566.9743,50.859497,860.88739,14.820954,29.361805,877.2926
53,52.18,2.1,0.148522,567.0448,50.859497,860.88739,14.820954,29.362499,877.29193
54,53.18,2,0.148285,564.34143,50.859497,860.88739,14.816031,29.364584,877.29456
55,54.18,2.3,0.148049,568.02374,50.859497,860.88739,14.810125,29.365973,877.29877
56,55.18,2.2,0.146614,564.65588,50.859497,860.88739,14.799543,29.366667,877.29956
57,56.18,2.2,0.147805,568.38104,50.859497,860.88739,14.794128,29.366667,877.29706
58,57.18,2.1,0.148522,564.19403,50.859497,860.88739,14.788713,29.367361,877.29755
59,58.18,2.2,0.147568,568.2171,50.859497,860.88739,14.788713,29.36875,877.29919
60,59.18,2.2,0.147805,566.11224,50.859497,860.88739,14.782561,29.370138,877.30042
61,60.18,2.2,0.147805,566.25092,50.859497,860.88739,14.770133,29.370832,877.3028
62,61.18,2.2,0.147332,567.09235,50.859497,860.88739,14.770133,29.370832,877.30157
63,62.18,2.1,0.147805,566.90192,50.859497,860.88739,14.75992,29.370832,877.30023
64,63.18,2.2,0.147805,567.64484,50.859497,860.88739,14.754752,29.369444,877.29669
65,64.18,2.2,0.148522,567.10516,50.859497,860.88739,14.749215,29.369444,877.2959
66,65.18,2.1,0.147805,566.80487,50.859497,860.88739,14.743923,29.367361,877.29004
67,66.18,2.2,0.148285,566.75024,50.859497,860.88739,14.738632,29.367361,877.28906
68,67.18,2.2,0.14972,569.3432,50.859497,860.88739,14.733341,29.367361,877.28802
69,68.18,2.2,0.149239,567.33929,50.859497,860.88739,14.728419,29.36875,877.28943
70,69.18,2.2,0.149003,566.31036,50.859497,860.88739,14.723742,29.370832,877.29077
71,70.18,2.1,0.149483,565.74481,50.859497,860.88739,14.717835,29.371529,877.29004
72,71.18,2.2,0.14972,565.81311,50.859497,860.88739,14.712175,29.372917,877.29095
73,72.18,2.2,0.147805,566.79993,50.859497,860.88739,14.706516,29.372917,877.28827
74,73.18,2.2,0.147805,565.56445,50.859497,860.88739,14.700485,29.373611,877.28925
75,74.18,2.2,0.147805,566.89313,50.88559,860.88739,14.694949,29.373611,877.28888
76,75.18,2.1,0.148049,568.02386,50.88559,860.88739,14.689903,29.372917,877.28522
77,76.18,2.2,0.147088,565.16968,50.88559,860.88739,14.684736,29.375,877.28784
78,77.18,2.2,0.14637,565.82214,50.88559,860.88739,14.678585,29.376389,877.28723
79,78.18,2.2,0.146614,566.63953,50.88559,860.88739,14.670834,29.378471,877.28864
80,79.18,2.1,0.146851,565.77856,50.88559,860.88739,14.665666,29.379862,877.29034
81,80.18,2.2,0.14637,565.99628,50.88559,860.88739,14.660375,29.38125,877.29169
82,81.18,2.1,0.147088,567.54657,50.88559,860.88739,14.654592,29.383333,877.29364
83,82.18,2.1,0.146134,564.95282,50.88559,860.88739,14.649177,29.383333,877.29279
84,83.18,2.2,0.146614,567.9245,50.88559,860.88739,14.644133,29.385416,877.29578
85,84.18,2.1,0.147088,567.10822,50.88559,860.88739,14.638842,29.386806,877.2981
86,85.18,2.2,0.147088,568.59454,50.88559,860.88739,14.633674,29.38611,877.29425
87,86.18,2.3,0.147332,566.38269,50.88559,860.88739,14.628506,29.387501,877.29517
88,87.18,2.2,0.147332,567.65356,50.88559,860.88739,14.623953,29.389584,877.29626
89,88.18,2.2,0.148285,566.47089,50.88559,860.88739,14.618415,29.392361,877.30042
90,89.18,2.2,0.148285,567.90576,50.88559,860.88739,14.612141,29.393749,877.30121
91,90.18,2.2,0.148285,568.35028,50.88559,860.88739,14.609679,29.39514,877.30157
92,91.18,2.2,0.146851,564.42456,50.88559,860.88739,14.607956,29.399305,877.30914
93,92.18,2.1,0.147332,565.36664,50.88559,860.88739,14.606972,29.402082,877.31268
94,93.18,2.2,0.146851,567.133,50.88559,860.88739,14.605494,29.402779,877.3114
95,94.18,2.1,0.145653,564.91919,50.88559,860.88739,14.604756,29.402779,877.30884
96,95.18,2.2,0.145417,565.20404,50.88559,860.88739,14.60328,29.404861,877.30963
97,96.18,2.2,0.146134,565.40808,50.88559,860.88739,14.600451,29.406944,877.31091
98,97.18,2.1,0.145653,567.47327,50.88559,860.88739,14.598112,29.408333,877.30927
99,98.18,2.2,0.145897,566.01917,50.88559,860.88739,14.596635,29.411112,877.31091
100,99.18,2.3,0.146134,566.914,50.88559,860.88739,14.595651,29.413195,877.31354
101,100.18,2.1,0.147568,566.76434,50.88559,860.88739,14.593435,29.414583,877.3125
102,101.18,2.2,0.146614,566.2619,50.88559,860.88739,14.592943,29.41736,877.31635
103,102.18,2.1,0.147088,567.31653,50.88559,860.88739,14.590974,29.418056,877.31458
104,103.18,2.2,0.146614,567.14404,50.88559,860.88739,14.590113,29.420139,877.31586
105,104.18,2.2,0.146851,564.31464,50.88559,860.88739,14.589251,29.424305,877.3197
106,105.18,2.2,0.147088,565.71307,50.88559,860.88739,14.588758,29.424999,877.31805
107,106.18,2.2,0.147805,564.9577,50.88559,860.88739,14.586791,29.42639,877.31647
108,107.18,2.1,0.14637,567.07562,50.88559,860.88739,14.585561,29.425694,877.30988
109,108.18,2.2,0.14637,567.03174,50.88559,860.88739,14.583714,29.427778,877.3103
110,109.18,2.2,0.145417,566.40546,50.88559,860.88739,14.582361,29.428473,877.30841
111,110.18,2.1,0.145653,566.93585,50.88559,860.88739,14.580762,29.432638,877.31317
112,111.18,2.1,0.146134,565.50311,50.88559,860.88739,14.579777,29.436111,877.31647
113,112.18,2.1,0.146614,566.67908,50.88559,860.88739,14.5783,29.439583,877.31873
114,113.18,2.1,0.145653,565.74969,50.88559,860.88739,14.577316,29.440971,877.31537
115,114.18,2.2,0.145417,567.62799,50.88559,860.88739,14.574733,29.444445,877.3183
116,115.18,2.2,0.14518,567.57245,50.88559,860.88739,14.573872,29.447222,877.31964
117,116.18,2.1,0.144463,565.55951,50.88559,860.88739,14.572763,29.44861,877.31702
118,117.18,2.2,0.144699,566.14398,50.88559,860.88739,14.571902,29.450695,877.31744
119,118.18,2.1,0.144219,566.88812,50.88559,860.88739,14.570548,29.452778,877.31677
120,119.18,2.1,0.143502,567.39868,50.88559,860.88739,14.569687,29.454166,877.31494
121,120.18,2.2,0.144699,566.14789,50.88559,860.88739,14.569442,29.455555,877.31146
122,121.18,2.2,0.144219,566.89807,50.88559,860.88739,14.569442,29.459028,877.31372
123,122.18,2.2,0.143982,566.58185,50.88559,860.88739,14.568704,29.461805,877.31512
124,123.18,2.2,0.143982,568.43677,50.88559,860.88739,14.569565,29.463194,877.31189
125,124.18,2.2,0.144463,566.37585,50.88559,860.88739,14.567965,29.466667,877.31531
126,125.18,2.1,0.144936,566.7287,50.88559,860.88739,14.567472,29.469444,877.31635
127,126.18,2.1,0.14518,566.12811,50.88559,860.88739,14.567595,29.472918,877.31885
128,127.18,2.1,0.144463,568.34045,50.88559,860.88739,14.566858,29.473612,877.31476
129,128.18,2.1,0.145897,567.02612,50.88559,860.88739,14.566489,29.474306,877.31152
130,129.18,2.1,0.144463,566.93182,50.88559,860.88739,14.566489,29.47986,877.31738
131,130.18,2.1,0.144699,566.69489,50.88559,860.88739,14.566489,29.483334,877.31842
132,131.18,2.2,0.14637,565.33984,50.88559,860.88739,14.565751,29.484028,877.31659
133,132.18,2.2,0.144936,566.7287,50.88559,860.88739,14.565135,29.488194,877.31964
134,133.18,2.2,0.145653,568.28784,50.88559,860.88739,14.564273,29.490973,877.31989
135,134.18,2.2,0.145653,568.62817,50.88559,860.88739,14.564027,29.49375,877.31989
136,135.18,2.1,0.145653,566.89117,50.88559,860.88739,14.563535,29.495832,877.3205
137,136.18,2.2,0.147332,566.89618,50.88559,860.88739,14.562674,29.498611,877.32025
138,137.18,2.1,0.146614,566.50061,50.88559,860.88739,14.561935,29.499306,877.31683
139,138.18,2.2,0.146614,565.99628,50.88559,860.88739,14.562181,29.502777,877.31787
140,139.18,2.2,0.14637,566.98041,50.88559,860.88739,14.562057,29.50625,877.31787
141,140.18,2.3,0.146614,565.95477,50.88559,860.88739,14.562427,29.509722,877.31812
142,141.18,2.2,0.146851,565.70526,50.88559,860.88739,14.561811,29.511806,877.3172
143,142.18,2.1,0.147568,567.94348,50.88559,860.88739,14.561442,29.513889,877.31696
144,143.18,2.2,0.147088,565.77155,50.88559,860.88739,14.562551,29.515972,877.31519
145,144.18,2.2,0.146851,567.82349,50.88559,860.88739,14.562427,29.519444,877.31439
146,145.18,2.2,0.14637,567.09247,50.88559,860.88739,14.562919,29.520834,877.31067
147,146.18,2.2,0.145417,567.99213,50.88559,860.88739,14.563043,29.525,877.31519
148,147.18,2.2,0.144699,570.63263,50.88559,860.88739,14.56329,29.527779,877.31476
149,148.18,2.2,0.144219,568.12897,50.88559,860.88739,14.564027,29.529861,877.31207
150,149.18,2.1,0.14518,566.685,50.88559,860.88739,14.564396,29.534721,877.31311
151,150.18,2.2,0.14518,567.95624,50.88559,860.88739,14.564643,29.5375,877.31146
152,151.18,2.1,0.145653,567.07562,50.88559,860.88739,14.565135,29.540972,877.31311
153,152.18,2.1,0.14518,566.70782,50.88559,860.88739,14.564398,29.545834,877.31531
154,153.18,2.1,0.146851,568.06354,50.88559,860.88739,14.56366,29.550694,877.31946
155,154.18,2.1,0.146851,569.01947,50.88559,860.88739,14.563046,29.555555,877.32098
156,155.18,2.1,0.146851,566.48187,50.88559,860.88739,14.562552,29.560417,877.32281
157,156.18,2.1,0.145653,566.87439,50.88559,860.88739,14.56206,29.565971,877.32654
158,157.18,2.2,0.145417,567.146,50.88559,860.88739,14.561691,29.570833,877.3288
159,158.18,2.1,0.14637,569.04242,50.88559,860.88739,14.560954,29.57361,877.32751
160,159.18,2.1,0.144699,567.30951,50.88559,860.88739,14.561569,29.577778,877.33032
161,160.18,2.1,0.143982,568.02582,50.88559,860.88739,14.562554,29.579861,877.32672
162,161.18,2.1,0.144463,567.55066,50.88559,860.88739,14.562677,29.58264,877.32501
163,162.18,2.1,0.143028,569.05444,50.88559,860.88739,14.562308,29.5875,877.32654
164,163.18,2.2,0.143982,567.80347,50.88559,860.88739,14.563293,29.591667,877.32654
165,164.18,2.2,0.143265,566.30255,50.88559,860.88739,14.563539,29.595139,877.32404
166,165.18,2.1,0.143028,569.84027,50.88559,860.88739,14.563416,29.6,877.32666
167,166.18,2.1,0.142785,568.00702,50.859497,860.88739,14.56317,29.60486,877.32837
168,167.18,2.1,0.143746,569.6095,50.859497,860.88739,14.564277,29.606945,877.32629
169,168.18,2.1,0.143028,565.07141,50.88559,860.88739,14.564768,29.611111,877.32855
170,169.18,2.1,0.142548,565.2121,50.88559,860.88739,14.564645,29.614584,877.32837
171,170.18,2.1,0.141831,569.51337,50.88559,860.88739,14.564891,29.61875,877.32874
172,171.18,2.1,0.141831,568.10114,50.88559,860.88739,14.56526,29.622917,877.32996
173,172.18,2.1,0.141594,568.84283,50.88559,860.88739,14.564523,29.628471,877.33344
174,173.18,2.1,0.142548,570.30743,50.88559,860.88739,14.564523,29.63125,877.33105
175,174.18,2,0.142548,567.74799,50.88559,860.88739,14.564523,29.635416,877.3316
176,175.18,2.1,0.143028,568.82489,50.88559,860.88739,14.564154,29.639584,877.33331
177,176.18,2.1,0.143502,567.39868,50.88559,860.88739,14.563538,29.64514,877.33636
178,177.18,2.1,0.143028,568.13593,50.88559,860.88739,14.563169,29.65,877.33905
179,178.18,2.1,0.142068,567.08545,50.88559,860.88739,14.563046,29.654167,877.34039
180,179.18,2.1,0.143265,569.04828,50.88559,860.88739,14.563661,29.660418,877.34369
181,180.18,2.1,0.143265,570.06976,50.88559,860.88739,14.564277,29.665277,877.34485
182,181.18,2.2,0.141831,568.09814,50.88559,860.88739,14.564401,29.670834,877.3479
183,182.18,2.2,0.143028,568.17365,50.88559,860.88739,14.563908,29.673611,877.34625
184,183.18,2.1,0.142548,568.53497,50.88559,860.88739,14.563046,29.680555,877.35199
185,184.18,2,0.142311,567.68762,50.88559,860.88739,14.56243,29.684029,877.35071
186,185.18,2.1,0.142311,568.96686,50.88559,860.88739,14.562185,29.688194,877.35217
187,186.18,2.1,0.14135,568.19354,50.88559,860.88739,14.561816,29.691668,877.35034
188,187.18,2.2,0.141831,568.43365,50.88559,860.88739,14.56243,29.695833,877.35162
189,188.18,2.1,0.141831,568.26019,50.88559,860.88739,14.562677,29.702084,877.35657
190,189.18,2.1,0.143502,567.05859,50.88559,860.88739,14.562185,29.706944,877.35651
191,190.18,2.1,0.143982,567.89288,50.88559,860.88739,14.562185,29.7125,877.35931
192,191.18,2.1,0.142548,571.06927,50.88559,860.88739,14.561815,29.716667,877.35901
193,192.18,2.2,0.143502,569.03943,50.88559,860.88739,14.562552,29.723612,877.36395
194,193.18,2.1,0.142548,567.75488,50.88559,860.88739,14.561815,29.728472,877.36389
195,194.18,2.2,0.143502,568.61536,50.88559,860.88739,14.561323,29.733334,877.367
196,195.18,2.1,0.143746,569.30066,50.88559,860.88739,14.561445,29.737499,877.36633
197,196.18,2.2,0.143746,568.48523,50.88559,860.88739,14.561198,29.742361,877.36847
198,197.18,2.1,0.143028,569.33099,50.88559,861.02393,14.561812,29.748611,877.37195
199,198.18,2,0.143028,567.94916,50.88559,860.88739,14.561812,29.753471,877.3736
200,199.18,2.1,0.144219,568.2074,50.88559,860.88739,14.562796,29.757639,877.37372
201,200.18,2,0.144699,568.57977,50.88559,860.88739,14.562796,29.762501,877.37555
202,201.18,2,0.144219,567.45825,50.88559,860.88739,14.562551,29.766666,877.37482
203,202.18,2.1,0.143502,569.89709,50.88559,860.88739,14.563288,29.77014,877.37256
204,203.18,2.1,0.143982,569.40887,50.88559,860.88739,14.564271,29.777082,877.37848
205,204.18,2.1,0.144699,568.5329,50.88559,860.88739,14.564395,29.78125,877.37793
206,205.18,2.1,0.144699,568.96094,50.88559,860.88739,14.565379,29.786806,877.3808
207,206.18,2,0.145417,569.02551,50.88559,860.88739,14.565379,29.791666,877.38196
208,207.18,2.1,0.144463,568.91742,50.88559,860.88739,14.565011,29.797222,877.38422
209,208.18,2.1,0.144219,568.50824,50.88559,860.88739,14.565134,29.802084,877.38666
210,209.18,2.1,0.14518,569.65137,50.88559,860.88739,14.565626,29.805555,877.3847
211,210.18,2.1,0.143982,567.94647,50.88559,860.88739,14.565134,29.810417,877.38727
212,211.18,2.1,0.143982,568.73163,50.88559,860.88739,14.564149,29.814583,877.38757
213,212.18,2.1,0.143746,568.34448,50.88559,860.88739,14.564271,29.81875,877.38696
214,213.18,2.1,0.144219,568.36224,50.88559,860.88739,14.563903,29.825001,877.39294
215,214.18,2.1,0.143265,568.43866,50.88559,860.88739,14.564518,29.829861,877.39288
216,215.18,2,0.144219,570.36041,50.88559,861.02393,14.564518,29.834723,877.39246
217,216.18,2,0.143502,567.71307,50.88559,861.02393,14.563041,29.838194,877.39246
218,217.18,2,0.143502,569.92975,50.88559,860.88739,14.563163,29.84375,877.39508
219,218.18,2.1,0.14518,569.81439,50.88559,860.88739,14.563285,29.847918,877.39459
220,219.18,2.1,0.144936,567.51752,50.88559,861.02393,14.563409,29.852083,877.3949
221,220.18,2.1,0.146134,567.3642,50.88559,860.88739,14.563285,29.859028,877.39966
222,221.18,2,0.146851,568.2699,50.88559,860.88739,14.563407,29.866667,877.40344
223,222.18,2,0.145653,565.84979,50.88559,860.88739,14.563531,29.870138,877.4024
224,223.18,2.1,0.145417,570.08484,50.88559,860.88739,14.563654,29.877083,877.4079
225,224.18,2,0.14518,567.29468,50.88559,860.88739,14.563654,29.883333,877.41119
226,225.18,2,0.144463,567.55151,50.88559,860.88739,14.563654,29.889584,877.41266
227,226.18,2,0.14637,568.42578,50.88559,860.88739,14.563776,29.895834,877.41638
228,227.18,2,0.144936,570.64752,50.88559,860.88739,14.563653,29.902082,877.4198
229,228.18,2,0.144699,567.21832,50.88559,860.88739,14.563407,29.906944,877.41937
230,229.18,2.1,0.146134,569.27594,50.88559,860.88739,14.562793,29.911112,877.4173
231,230.18,2,0.144936,568.9303,50.88559,860.88739,14.56304,29.918056,877.42334
232,231.18,2,0.145417,570.13739,50.88559,860.88739,14.563163,29.924305,877.42719
233,232.18,2,0.145417,568.37018,50.88559,860.88739,14.562424,29.930555,877.43188
234,233.18,2,0.145417,567.02612,50.88559,860.88739,14.56107,29.935417,877.43359
235,234.18,2,0.144936,569.3335,50.88559,860.88739,14.560701,29.940277,877.43622
236,235.18,2,0.144463,568.19452,50.88559,860.88739,14.560578,29.946527,877.44122
237,236.18,2,0.144699,570.33032,50.88559,860.88739,14.559839,29.950695,877.44147
238,237.18,2,0.143502,568.75641,50.88559,860.88739,14.559715,29.955555,877.44208
239,238.18,2.1,0.144219,569.64563,50.88559,860.88739,14.559715,29.961111,877.44421
240,239.18,2,0.143028,569.04529,50.88559,860.88739,14.558485,29.965279,877.44525
241,240.18,2,0.142311,567.8598,50.88559,861.02393,14.558362,29.970139,877.44525
242,241.18,2,0.142311,568.09814,50.88559,860.88739,14.557746,29.974306,877.4422
243,242.18,2,0.142311,568.7406,50.88559,860.88739,14.557992,29.977083,877.4422
244,243.18,2,0.142785,569.75183,50.88559,860.88739,14.558482,29.981251,877.44159
245,244.18,2,0.141831,571.00476,50.88559,860.88739,14.558728,29.986111,877.44696
246,245.18,2.1,0.141831,569.57776,50.88559,860.88739,14.558975,29.992361,877.44696
247,246.18,2.1,0.141114,568.98169,50.88559,860.88739,14.559221,29.995832,877.44452
248,247.18,2,0.139916,567.46631,50.88559,860.88739,14.559098,30,877.45081
249,248.18,2,0.14016,565.89716,50.88559,860.88739,14.559467,30.006945,877.45105
250,249.18,2,0.139443,569.31061,50.88559,860.88739,14.558359,30.011806,877.45844
251,250.18,2,0.141114,568.65375,50.88559,861.02393,14.557621,30.019444,877.46423
252,251.18,2,0.141594,570.94012,50.88559,860.88739,14.557498,30.026388,877.47003
253,252.18,1.9,0.141594,570.16333,50.88559,860.88739,14.557374,30.032639,877.47107
254,253.18,2,0.14135,569.87897,50.88559,860.88739,14.557374,30.045139,877.47864
255,254.18,2,0.142311,570.1662,50.88559,860.88739,14.556759,30.045139,877.4837
256,255.18,2,0.141594,570.19824,50.88559,860.88739,14.556635,30.052778,877.48273
257,256.18,1.9,0.140877,569.50623,50.88559,860.88739,14.555898,30.061111,877.48297
258,257.18,2,0.141594,568.66992,50.88559,860.88739,14.55516,30.066668,877.48596
259,258.18,2,0.14135,569.54803,50.88559,861.02393,14.55516,30.074306,877.49237
260,259.18,2,0.142068,569.01709,50.88559,861.02393,14.55516,30.074306,877.49384
261,260.18,2,0.142311,567.99976,50.88559,861.02393,14.55479,30.081944,877.49072
262,261.18,2.1,0.142311,568.77032,50.88559,860.88739,14.55479,30.086111,877.4895
263,262.18,2,0.142785,570.02698,50.88559,860.88739,14.55479,30.090279,877.48883
264,263.18,2,0.142548,569.87897,50.88559,860.88739,14.553928,30.09375,877.48706
265,264.18,2,0.142311,568.96985,50.88559,860.88739,14.553928,30.1,877.48938
266,265.18,1.9,0.142311,569.21521,50.88559,860.88739,14.553804,30.102777,877.48657
267,266.18,2,0.142548,568.96985,50.88559,860.88739,14.554173,30.106945,877.48492
268,267.18,2,0.143028,570.00812,50.88559,860.88739,14.555773,30.111111,877.48383
269,268.18,2,0.143502,569.9964,50.88559,860.88739,14.555651,30.114584,877.48212
270,269.18,2,0.143502,570.46661,50.88559,860.88739,14.55442,30.120832,877.48602
271,270.18,2,0.142785,568.78229,50.88559,860.88739,14.554051,30.124306,877.48352
272,271.18,2,0.143265,569.90784,50.88559,860.88739,14.553806,30.131945,877.48987
273,272.18,2,0.142785,569.66632,50.88559,860.88739,14.554421,30.13611,877.48846
274,273.18,2,0.143982,569.28619,50.88559,861.02393,14.555037,30.143055,877.49316
275,274.18,2,0.144219,568.73309,50.88559,861.02393,14.555899,30.149305,877.49554
276,275.18,2,0.14518,569.2326,50.88559,860.88739,14.555652,30.155556,877.50037
277,276.18,2,0.143746,569.72992,50.88559,860.88739,14.553684,30.1625,877.50452
278,277.18,2,0.143982,570.50433,50.88559,860.88739,14.55356,30.165972,877.50366
279,278.18,2,0.144463,569.2619,50.88559,860.88739,14.55356,30.170834,877.50726
280,279.18,2,0.143982,569.22327,50.88559,860.88739,14.553806,30.174305,877.50653
281,280.18,2,0.144463,572.23401,50.88559,860.88739,14.552944,30.178473,877.50598
282,281.18,2,0.144463,570.54144,50.88559,861.02393,14.551838,30.181944,877.50415
283,282.18,2,0.144936,570.45398,50.88559,861.02393,14.552452,30.186111,877.50488
284,283.18,2,0.144699,569.63654,50.88559,860.88739,14.552083,30.192362,877.50745
285,284.18,2,0.144219,570.51929,50.88559,860.88739,14.551469,30.197916,877.51007
286,285.18,2,0.144463,569.84717,50.88559,860.88739,14.55356,30.203472,877.51318
287,286.18,1.9,0.144219,569.33655,50.88559,860.88739,14.553069,30.208334,877.51624
288,287.18,2,0.144219,569.70313,50.88559,860.88739,14.553069,30.213194,877.51703
289,288.18,2,0.143502,570.46454,50.88559,861.02393,14.553069,30.216667,877.51563
290,289.18,2,0.144463,569.99982,50.88559,861.02393,14.5527,30.221527,877.51495
291,290.18,2,0.144463,568.18488,50.88559,860.75104,14.552946,30.225695,877.51422
292,291.18,2,0.143028,572.62958,50.88559,861.02393,14.552332,30.231945,877.51807
293,292.18,2.1,0.143265,568.22748,50.88559,862.11475,14.551841,30.234722,877.51465
294,293.18,2.1,0.143502,571.62372,50.88559,862.11475,14.552086,30.236805,877.5097
295,294.18,2,0.143028,570.73798,50.88559,861.56921,14.549502,30.243055,877.51239
296,295.18,2,0.142311,571.14154,50.88559,861.56921,14.54901,30.247223,877.51282
297,296.18,2,0.143028,570.63904,50.88559,861.43286,14.549871,30.254168,877.51794
298,297.18,2,0.142785,567.74915,50.88559,861.43286,14.549255,30.259722,877.521
299,298.18,2,0.14135,572.25647,50.88559,861.29651,14.548639,30.268749,877.52979
300,299.18,2,0.141831,570.97345,50.88559,861.16022,14.548885,30.274305,877.52905
301,300.18,2,0.141831,568.68329,50.88559,860.75104,14.549377,30.280556,877.53296
302,301.18,1.9,0.14135,569.52411,50.88559,859.9328,14.549255,30.284027,877.53082
303,302.18,2,0.141114,567.34753,50.88559,859.9328,14.548886,30.2875,877.52771
304,303.18,2,0.140397,569.10504,50.88559,860.47839,14.549994,30.290972,877.52588
305,304.18,2,0.141831,570.06342,50.88559,860.47839,14.550608,30.297222,877.52893
306,305.18,2,0.142311,570.63031,50.88559,860.61469,14.551224,30.302084,877.53015
307,306.18,2,0.143502,569.38104,50.88559,860.61469,14.551224,30.308332,877.5329
308,307.18,2,0.142311,571.005,50.88559,860.61469,14.550978,30.315971,877.53827
309,308.18,2,0.142785,567.70288,50.88559,860.61469,14.550486,30.321527,877.54047
310,309.18,2,0.143746,567.15204,50.88559,860.75104,14.550363,30.325001,877.53845
311,310.18,1.9,0.143746,564.80426,50.88559,860.75104,14.550486,30.328472,877.53766
312,311.18,2,0.143982,567.73407,50.88559,860.88739,14.550609,30.333334,877.53741
